,x,y,z,num_sites,mollusc_cereum_bullet,mollusc_flavum_bullet,mollusc_lividum_bullet,mollusc_rubeum_bullet,mollusc_viride_bullet,mollusc_albulus_bell,lagrange_cloud_caeruleum,lagrange_cloud_croceum,lagrange_cloud_luteolum,lagrange_cloud_proto,lagrange_cloud_roseum,lagrange_cloud_rubicundum,lagrange_cloud_viride,ice_crystal_albidum,ice_crystal_flavum,ice_crystal_lindigoticum,ice_crystal_prasinum,ice_crystal_purpureum,ice_crystal_roseum,ice_crystal_rubeum,metallic_crystal_albidum,metallic_crystal_flavum,metallic_crystal_lindigoticum,metallic_crystal_prasinum,metallic_crystal_purpureum,metallic_crystal_roseum,metallic_crystal_rubeum,silicate_crystal_albidum,silicate_crystal_flavum,silicate_crystal_lindigoticum,silicate_crystal_prasinum,silicate_crystal_purpureum,silicate_crystal_roseum,silicate_crystal_rubeum,silicate_crystal_solid spheres,solid_mineral_solid spheres,added_by,mollusc,lagrange_cloud,ice_crystal,metallic_crystal,silicate_crystal,solid_mineral
SMOJU VX-L D7-13,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,Kiwi Rob,,,,"Crystal Prasinum, Crystal Purpureum",Crystal Albidum,
SMOJU VX-Z C14-0,15255.15625,417.3125,3418.53125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU WB-A C28-2,14682.96875,214.34375,4000.625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU WC-Q B46-0,15190.90625,6.46875,3782.6875,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Albidum, Crystal Rubeum",,,
SMOJU WC-X B43-0,15274.125,188.96875,3728.71875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WD-I C23-0,15136.28125,18.4375,3776.1875,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Albidum, Crystal Roseum",Crystal Flavum,,
SMOJU WE-B B55-0,15175.875,105.5,3955.90625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
SMOJU WE-H D10-0,14849.5,269.71875,3694.96875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU WF-B C28-0,15157.25,417.71875,3986.03125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WF-B C28-1,15162.90625,432.59375,3991.53125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WF-N C20-4,14529.78125,-4.15625,3689.75,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PWNT,Flavum Bullet,,"Crystal Lindigoticum, Crystal Purpureum",,,
SMOJU WG-H C25-0,14898.125,577.59375,3860.40625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU WI-K B22-0,15261.5,47.96875,3271.09375,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Kiwi Rob,Cereum Bullet,Cloud Proto,"Crystal Albidum, Crystal Lindigoticum, Crystal Roseum",Crystal Flavum,,
SMOJU WN-T B58-1,14740.96875,54.40625,4040.71875,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Cereum Bullet,,Crystal Rubeum,Crystal Flavum,,
SMOJU WK-C C27-1,15061.09375,302.21875,3941.8125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
SMOJU WK-F D11-0,14504.90625,228.21875,3735.21875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WK-F D11-3,14532.40625,227.3125,3747.375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WK-F D11-4,14539.5,223.09375,3754.90625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WK-F D11-6,14527.53125,224.84375,3737.15625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WN-L B21-0,15220.59375,-21.0,3235.5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Cereum Bullet,,,"Crystal Prasinum, Crystal Purpureum",,
SMOJU WQ-G C10-1,15215.8125,-19.03125,3219.46875,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CrimsonSoul,Lividum Bullet,Cloud Proto,"Crystal Albidum, Crystal Lindigoticum",,,
SMOJU WQ-H B38-0,14698.5,177.1875,3612.59375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU WT-S B17-0,15062.09375,5.34375,3165.375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU WT-J B22-0,15137.71875,-19.78125,3256.03125,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,DamascusSalfam,Viride Bullet,Cloud Proto,,"Crystal Flavum, Crystal Rubeum",,
SMOJU WU-F D11-1,14818.0,399.375,3743.9375,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,ADM INFWHALE,Cereum Bullet,,,Crystal Rubeum,Crystal Lindigoticum,
SMOJU WU-G D10-9,14497.1875,96.1875,3712.3125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU WZ-G d10-1,14699.96875,189.09375,3671.75,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XA-E D12-1,14593.9375,386.21875,3833.90625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XD-K B22-0,15240.46875,18.25,3258.5625,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,DamascusSalfam,Lividum Bullet,,Crystal Purpureum,,Crystal Purpureum,
SMOJU XD-W B43-0,15085.4375,84.25,3728.15625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XO-S B17-0,15050.53125,-10.21875,3174.40625,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Lindigoticum, Crystal Prasinum",,,
SMOJU XE-H D10-5,14899.09375,238.875,3721.09375,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XE-J B51-0,15214.78125,211.78125,3893.21875,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Rubeum Bullet,,,"Crystal Flavum, Crystal Prasinum",,
SMOJU XI-B C13-2,14794.1875,4.25,3369.71875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU XI-K B22-0,15279.125,38.09375,3255.84375,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU XJ-E B39-0,14836.75,19.375,3617.25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU XJ-P C19-2,14887.5625,91.84375,3617.96875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XK-C C27-0,-1.0,-1.0,-1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Shakn__Bakn,Lividum Bullet,,"Crystal Albidum, Crystal Lindigoticum",,,
SMOJU XM-G C25-0,14616.34375,417.90625,3858.875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XN-W B43-0,15166.3125,120.875,3731.40625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XO-R E4-0,15277.3125,297.75,3732.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Cereum Bullet,,,"Crystal Prasinum, Crystal Purpureum",,
SMOJU XQ-L C21-0,14459.53125,18.96875,3700.4375,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU XQ-W B57-0,15127.21875,187.75,4034.96875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU XT-I D9-2,15114.28125,197.0,3603.65625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU XU-G D10-8,14589.65625,97.1875,3692.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Rubeum Bullet,,,"Crystal Flavum, Crystal Rubeum",,
SMOJU XV-S C18-0,14725.1875,439.1875,3612.78125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU XW-C B55-0,-1.0,-1.0,-1.0,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Shakn__Bakn,"Lividum Bullet, Rubeum Bullet",Cloud Proto,"Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",Crystal Purpureum,Crystal Purpureum,
SMOJU XX-W B42-1,14437.96875,-21.0625,3695.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TOKOLOSE,,,,,,
SMOJU XY-J B50-0,14567.75,95.0,3863.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU XZ-F D11-1,15092.125,516.375,3737.5625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU XZ-V C16-0,14893.8125,350.40625,3495.78125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU YC-Q B46-0,15218.5625,-2.5625,3779.34375,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Purpureum, Crystal Roseum",,,
SMOJU YE-P C19-1,14824.0,22.84375,3615.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU YI-W B43-0,15145.28125,112.375,3732.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU YJ-I D9-16,14822.375,46.53125,3652.125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU YJ-X C28-4,15221.84375,3.25,4053.53125,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,"Crystal Albidum, Crystal Prasinum, Crystal Purpureum","Crystal Flavum, Crystal Purpureum",,
SMOJU YK-C C27-0,15139.4375,299.0625,3937.75,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Shakn__Bakn,Lividum Bullet,Cloud Proto,"Crystal Albidum, Crystal Purpureum, Crystal Roseum",Crystal Rubeum,,
SMOJU YK-C C27-1,15140.125,300.03125,3941.5625,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Shakn__Bakn,Viride Bullet,Cloud Proto,"Crystal Albidum, Crystal Lindigoticum, Crystal Prasinum, Crystal Purpureum",,,
SMOJU YK-E D12-1,14468.34375,21.03125,3718.21875,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,Cereum Bullet,,,,,
SMOJU YL-P B47-0,14863.5,119.03125,3812.3125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,"Crystal Prasinum, Crystal Rubeum",,
SMOJU YN-V B43-0,14468.34375,21.03125,3718.21875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU YP-F D11-1,14887.09375,342.8125,3788.46875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU YP-G D10-4,14525.75,-18.5,3704.875,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,TON618,Rubeum Bullet,,,Crystal Purpureum,Crystal Lindigoticum,
SMOJU YP-G D10-5,14539.0625,18.75,3662.3125,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,PWNT,Cereum Bullet,,,"Crystal Flavum, Crystal Purpureum",Crystal Lindigoticum,
SMOJU YP-G D10-15,14523.84375,1.03125,3670.3125,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,PWNT,"Lividum Bullet, Rubeum Bullet",,"Crystal Flavum, Crystal Lindigoticum, Crystal Prasinum",,Crystal Lindigoticum,
SMOJU YP-G D10-16,14519.8125,-10.53125,3656.21875,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,PWNT,"Cereum Bullet, Viride Bullet",,"Crystal Prasinum, Crystal Roseum","Crystal Flavum, Crystal Prasinum, Crystal Rubeum",,
SMOJU YP-G D10-19,14537.3125,5.8125,3668.0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PWNT,Cereum Bullet,,"Crystal Albidum, Crystal Lindigoticum, Crystal Prasinum",Crystal Flavum,,
SMOJU YP-G D10-20,14532.28125,-7.6875,3670.21875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,PWNT,,,Crystal Purpureum,,Crystal Roseum,
SMOJU YQ-J C23-0,14818.3125,338.6875,3776.28125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU YR-D C12-1,15227.1875,124.375,3311.09375,3,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,MERCSKI,"Cereum Bullet, Lividum Bullet",Cloud Proto,"Crystal Prasinum, Crystal Rubeum","Crystal Prasinum, Crystal Rubeum",,
SMOJU YT-I D9-1,15137.65625,202.1875,3632.375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TUSCK,,,,,,
SMOJU YU-G D10-10,14717.40625,92.40625,3675.875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU YU-G D10-11,14699.03125,96.1875,3677.09375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU YU-Z B55-0,15218.46875,139.5625,3993.8125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU YW-T B30-0,14981.25,-5.125,3435.21875,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,Cloud Proto,"Crystal Albidum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,,
SMOJU YZ-F D11-1,15213.75,528.3125,3762.90625,3,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,ADM INFWHALE,"Cereum Bullet, Rubeum Bullet",Cloud Proto,"Crystal Albidum, Crystal Prasinum",Crystal Flavum,Crystal Lindigoticum,
SMOJU ZA-F D11-2,14494.34375,58.40625,3774.625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU ZB-D B26-0,14969.0,29.46875,3353.4375,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CrimsonSoul,Flavum Bullet,,"Crystal Flavum, Crystal Purpureum, Crystal Rubeum",,,
SMOJU ZB-F C11-1,15257.53125,15.96875,3263.84375,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Spaceballs Cadet,Lividum Bullet,,Crystal Prasinum,,,
SMOJU ZC-D C12-1,15020.84375,-21.71875,3322.0625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU ZF-W C15-1,14491.4375,38.59375,3459.84375,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU ZH-N B48-0,14718.84375,78.09375,3817.1875,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Shakn__Bakn,Viride Bullet,Cloud Proto,"Crystal Flavum, Crystal Roseum",Crystal Purpureum,,
SMOJU ZH-S B31-0,14972.3125,1.3125,3463.0625,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,CrimsonSoul,Cereum Bullet,,Crystal Prasinum,Crystal Purpureum,,
SMOJU ZJ-R B18-0,15118.0,35.46875,3185.71875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU ZJ-V B43-0,14956.94,10.28,3720.75,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DRAKUSA,Viride Bullet,Cloud Proto,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum",,,
SMOJU ZK-L C22-0,15034.375,353.125,3749.75,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJU ZL-L C21-2,14461.625,-21.09375,3701.5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
SMOJU ZN-L B21-0,15286.71875,-12.5625,3252.21875,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Nigel Prang,"Cereum Bullet, Lividum Bullet",,"Crystal Flavum, Crystal Prasinum","Crystal Flavum, Crystal Rubeum",,
SMOJU ZO-I D9-11,15111.34375,64.1875,3642.5625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU ZP-F D11-1,14928.09375,322.71875,3796.8125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU ZP-G D10-14,14612.875,6.21875,3715.59375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,TOKOLOSE,,,,Crystal Purpureum,,
SMOJU ZU-M C21-0,15016.34375,259.84375,3699.6875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJU ZY-J B22-0,15238.25,0.6875,3256.96875,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,MERCSKI,"Cereum Bullet, Viride Bullet",,"Crystal Albidum, Crystal Flavum, Crystal Prasinum, Crystal Rubeum",Crystal Rubeum,,
SMOJAEA AD-I C23-3,15563.15625,33.96875,3807.125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA AE-G B24-0,15309.71875,-22.78125,3303.125,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,"Lividum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum",,,
SMOJAEA AI-R C18-1,15464.09375,126.75,3586.75,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Flavum, Crystal Rubeum",,"Crystal Roseum, Crystal Rubeum",
SMOJAEA AK-L C22-0,15295.34375,335.78125,3740.21875,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Shakn__Bakn,Lividum Bullet,,"Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,,
SMOJAEA BI-M B48-1,15316.375,-19.3125,3818.8125,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,Crystal Purpureum,Crystal Rubeum,,
SMOJAEA BI-R C18-0,15513.65625,123.03125,3601.15625,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Albidum, Crystal Flavum",,,
